evidence_id,model_layer,model_type,related_stage,related_tool,metric_group,metric_name,metric_value,component_or_library,evidence_source,feasibility_signal,rationale,notes
E36,not_mapped_yet,not_mapped_yet,stage_7_physical_verification_and_signoff,Magic,tool_behavior,shell_injection,yes,tool execution path,Table 1,not_assigned_yet,"Table 1 records shell-injection exposure for Magic, supporting feasibility of execution-control behavior in the physical verification/signoff stage.",Raw empirical evidence row; model-layer mapping will be added after evidence collection.
E37,not_mapped_yet,not_mapped_yet,stage_7_physical_verification_and_signoff,Magic,tool_behavior,third_party_tool_invoked,yes,third-party tool invocation,Table 1,not_assigned_yet,"Table 1 records third-party tool invocation for Magic, supporting feasibility of build/toolchain execution-control paths.",Raw empirical evidence row; model-layer mapping will be added after evidence collection.
E38,not_mapped_yet,not_mapped_yet,stage_7_physical_verification_and_signoff,Magic,library_exposure,figure3_tool_specific_library_exposure,present,libcairo; Tcl/Tk (tcl_tk),"Figure 3, T6",not_assigned_yet,Figure 3 shows T6-labeled library exposure for Magic in downstream physical design and signoff-related stages.,Grouped Figure 3 evidence row; T6 corresponds to Magic.
E39,not_mapped_yet,not_mapped_yet,multi_stage_flow,OpenLane,tpl_percentage,shared_tpl_percent,57.8,shared third-party libraries,Table 3,not_assigned_yet,"Table 3 reports 57.80 percent shared third-party library usage for OpenLane, indicating substantial shared dependency exposure.",Raw empirical evidence row; OpenLane spans multiple implementation stages.
E40,not_mapped_yet,not_mapped_yet,multi_stage_flow,OpenLane,static_linking,static_tpl_percent,0,static third-party libraries,Table 3,not_assigned_yet,Table 3 reports 0.00 percent static third-party library usage for OpenLane in this dataset.,Raw empirical evidence row; this records low/absence static-linking evidence.
E41,not_mapped_yet,not_mapped_yet,multi_stage_flow,OpenLane,cve_exposure,high_risk_cves,8 CVEs at 9.8; 4 CVEs at 8.8,third-party libraries,Table 2,not_assigned_yet,"Table 2 reports high-risk CVE exposure for OpenLane third-party libraries, supporting dependency-related feasibility.",Raw empirical evidence row; OpenLane spans multiple implementation stages.
E42,not_mapped_yet,not_mapped_yet,stage_5_placement_and_routing,OpenLane,dependency_exposure,shared_tpl_maintainers,722,shared third-party libraries,Table 2,not_assigned_yet,"Table 2 reports 722 maintainers associated with OpenLane shared third-party libraries, indicating broad shared dependency-maintainer exposure.",Raw empirical evidence row; OpenLane is attached to placement and routing because the current model uses this as the closest implementation-flow stage.
E43,not_mapped_yet,not_mapped_yet,stage_5_placement_and_routing,OpenLane,dependency_exposure,oldest_shared_tpl_update,2010,shared third-party libraries,Table 2,not_assigned_yet,"Table 2 reports that the oldest shared third-party library update associated with OpenLane is from 2010, indicating legacy shared-library exposure.",Raw empirical evidence row; OpenLane is attached to placement and routing for the current evidence pass.
E44,not_mapped_yet,not_mapped_yet,stage_5_placement_and_routing,OpenLane,library_exposure,figure3_tool_specific_library_exposure,present,libtcl8/libtcl; libbsd; libx; libcairo; libfontconfig; libfreetype; libxcb; libpixman; libpng; libxcb-shm; libxcb-render; libXrender; libXext; libexpat; libuuid; libXau; libXdmcp,"Figure 3, T4",not_assigned_yet,Figure 3 shows T4-labeled library exposure for OpenLane across implementation-flow libraries.,Grouped Figure 3 evidence row; T4 corresponds to OpenLane.
E45,not_mapped_yet,not_mapped_yet,stage_1_high_level_synthesis,LegUp,tool_behavior,third_party_tool_invoked,yes,third-party tool invocation,Table 1,not_assigned_yet,"Table 1 records third-party tool invocation for LegUp, supporting feasibility of build/toolchain execution-control behavior during HLS.",Raw empirical evidence row; model-layer mapping will be added after evidence collection.
E46,not_mapped_yet,not_mapped_yet,stage_1_high_level_synthesis,Bambu,tool_behavior,third_party_tool_invoked,yes,third-party tool invocation,Table 1,not_assigned_yet,"Table 1 records third-party tool invocation for Bambu, supporting feasibility of build/toolchain execution-control behavior during HLS.",Raw empirical evidence row; model-layer mapping will be added after evidence collection.
E47,not_mapped_yet,not_mapped_yet,stage_3_post_synthesis_verification,SymbiYosys,tool_behavior,third_party_tool_invoked,yes,third-party tool invocation,Table 1,not_assigned_yet,"Table 1 records third-party tool invocation for SymbiYosys, supporting feasibility of toolchain-related compromise during post-synthesis verification.",Raw empirical evidence row; model-layer mapping will be added after evidence collection.
E48,not_mapped_yet,not_mapped_yet,stage_5_placement_and_routing,Qrouter,tool_behavior,shell_injection,yes,tool execution path,Table 1,not_assigned_yet,"Table 1 records shell-injection exposure for Qrouter, supporting feasibility of execution-control behavior during placement and routing.",Raw empirical evidence row; model-layer mapping will be added after evidence collection.
E49,not_mapped_yet,not_mapped_yet,stage_4_design_for_testability,Fault,tool_behavior,artifact_access,present,design/test artifacts,Table 1,not_assigned_yet,"Table 1 records artifact access for Fault at the design-for-testability stage, supporting feasibility of software-side manipulation reaching DFT artifacts.",Raw empirical evidence row; DFT is now included as stage_4 in the corrected model.
E50,not_mapped_yet,not_mapped_yet,stage_9_manufacturing_testing,Atalanta,tool_behavior,artifact_access,present,test/manufacturing artifacts,Table 1,not_assigned_yet,"Table 1 records artifact access for Atalanta at the manufacturing-testing stage, supporting feasibility of software-side manipulation reaching test-related artifacts.",Raw empirical evidence row; manufacturing testing is now included as stage_9 in the corrected model.
,,,,,,,,,,,,
,,,,,,,,,,,,
Evidence-to-Model-Type Mapping,,,,,,,,,,,,
mapping_id,evidence_id,model_layer,model_type,mapping_strength,mapping_rationale,,,,,,,
M1,E2,A_sw,vulnerability_or_configuration_exploitation,direct,High static third-party library usage in Yosys supports the A_sw category where dependency vulnerabilities or misconfigurations can be exploited.,,,,,,,
M2,E2,M_sw,consumed_software_behavior_control,direct,High static third-party library usage in Yosys supports the M_sw capability where consumed software or dependency behavior can affect tool behavior.,,,,,,,
M3,E2,A_vlsi,design_tampering_or_malicious_modification,indirect,High static third-party library usage in Yosys can indirectly support VLSI design tampering because compromised consumed code may alter logic-synthesis behavior.,,,,,,,
M4,E2,A_vlsi,hardware_trojan_backdoor_or_logic_bomb,indirect,High static third-party library usage in Yosys can indirectly support Trojan/backdoor paths because compromised synthesis-time code could alter generated logic.,,,,,,,
M5,E3,A_sw,vulnerability_or_configuration_exploitation,direct,High-risk CVEs in Yosys third-party libraries directly support the A_sw category where vulnerabilities or insecure configurations can be exploited.,,,,,,,
M6,E3,M_sw,vulnerability_or_configuration_based_control,direct,High-risk CVEs in Yosys third-party libraries directly support the M_sw capability where attacker control is obtained through vulnerability or configuration exploitation.,,,,,,,
M7,E8,M_sw,consumed_software_behavior_control,direct,"Figure 3 shows Yosys-associated library exposure at logic synthesis, directly supporting the capability where consumed software components can influence tool behavior.",,,,,,,
M8,E9,M_sw,consumed_software_behavior_control,direct,"Figure 3 shows Yosys-associated library exposure at post-synthesis verification, directly supporting the capability where consumed software components can influence downstream tool behavior.",,,,,,,
M9,E10,M_sw,consumed_software_behavior_control,direct,Artifact and configuration access in Yosys directly supports the capability where controlled tool behavior can affect consumed design inputs or configuration.,,,,,,,
M10,E10,A_vlsi,design_tampering_or_malicious_modification,indirect,Artifact and configuration access in Yosys can indirectly support design tampering because altered tool behavior may modify or reinterpret synthesis inputs.,,,,,,,
M11,E10,A_vlsi,access_abuse_or_system_disruption,indirect,Artifact and configuration access in Yosys can indirectly support access abuse or disruption because manipulated inputs or configuration can interrupt or misdirect synthesis behavior.,,,,,,,
M12,E16,M_sw,consumed_software_behavior_control,direct,"Figure 3 shows ABC-associated library exposure at logic synthesis, directly supporting the capability where consumed software components can influence tool behavior.",,,,,,,
M13,E19,M_sw,consumed_software_behavior_control,direct,Artifact and configuration access in ABC directly supports the capability where controlled tool behavior can affect consumed synthesis inputs or configuration.,,,,,,,
M14,E19,A_vlsi,design_tampering_or_malicious_modification,indirect,Artifact and configuration access in ABC can indirectly support design tampering because altered synthesis behavior may modify or reinterpret design inputs.,,,,,,,
M15,E22,A_sw,vulnerability_or_configuration_exploitation,direct,High-risk CVEs in OpenSTA third-party libraries directly support the A_sw category where vulnerabilities or insecure configurations can be exploited.,,,,,,,
M16,E22,M_sw,vulnerability_or_configuration_based_control,direct,High-risk CVEs in OpenSTA third-party libraries directly support the M_sw capability where attacker control is obtained through vulnerability or configuration exploitation.,,,,,,,
M17,E27,M_sw,consumed_software_behavior_control,direct,"Figure 3 shows OpenSTA-associated library exposure at static timing analysis, directly supporting the capability where consumed software components can influence tool behavior.",,,,,,,
M18,E26,A_sw,vulnerability_or_configuration_exploitation,indirect,Legacy static dependency exposure in OpenSTA indirectly supports vulnerability or configuration exploitation because older dependencies may increase the attack surface.,,,,,,,
M19,E35,M_sw,consumed_software_behavior_control,direct,"Figure 3 shows OpenTimer-associated library exposure at static timing analysis, directly supporting the capability where consumed software components can influence tool behavior.",,,,,,,
M20,E34,A_sw,vulnerability_or_configuration_exploitation,indirect,Legacy static dependency exposure in OpenTimer indirectly supports vulnerability or configuration exploitation because older dependencies may increase the attack surface.,,,,,,,
M21,E28,M_sw,consumed_software_behavior_control,indirect,Shared third-party library usage in OpenTimer indirectly supports consumed-software behavior control because externally linked components may influence tool execution.,,,,,,,
M22,E36,A_sw,build_or_toolchain_compromise,direct,Shell-injection exposure in Magic directly supports the A_sw category where the build or toolchain path can be compromised.,,,,,,,
M23,E36,M_sw,build_or_toolchain_execution_control,direct,Shell-injection exposure in Magic directly supports the M_sw capability where attacker influence occurs through toolchain execution behavior.,,,,,,,
M24,E37,M_sw,build_or_toolchain_execution_control,direct,Third-party tool invocation in Magic directly supports the capability where invoked tools or execution paths can influence VLSI tool behavior.,,,,,,,
M25,E48,A_sw,build_or_toolchain_compromise,direct,Shell-injection exposure in Qrouter directly supports the A_sw category where the build or toolchain path can be compromised.,,,,,,,
M26,E48,M_sw,build_or_toolchain_execution_control,direct,Shell-injection exposure in Qrouter directly supports the M_sw capability where attacker influence occurs through toolchain execution behavior.,,,,,,,
M27,E38,M_sw,consumed_software_behavior_control,direct,"Figure 3 shows Magic-associated library exposure, directly supporting the capability where consumed software components can influence downstream physical verification/signoff behavior.",,,,,,,
M28,E41,A_sw,vulnerability_or_configuration_exploitation,direct,High-risk CVEs in OpenLane third-party libraries directly support the A_sw category where vulnerabilities or insecure configurations can be exploited.,,,,,,,
M29,E41,M_sw,vulnerability_or_configuration_based_control,direct,High-risk CVEs in OpenLane third-party libraries directly support the M_sw capability where attacker control is obtained through vulnerability or configuration exploitation.,,,,,,,
M30,E44,M_sw,consumed_software_behavior_control,direct,"Figure 3 shows OpenLane-associated library exposure, directly supporting the capability where consumed software components can influence implementation-flow behavior.",,,,,,,
M31,E43,A_sw,vulnerability_or_configuration_exploitation,indirect,Legacy shared dependency exposure in OpenLane indirectly supports vulnerability or configuration exploitation because older dependencies may increase the attack surface.,,,,,,,
M32,E39,M_sw,consumed_software_behavior_control,indirect,Substantial shared third-party library usage in OpenLane indirectly supports consumed-software behavior control because externally linked components may influence tool execution.,,,,,,,
M33,E45,A_sw,build_or_toolchain_compromise,direct,Third-party tool invocation in LegUp directly supports the A_sw category where the build or toolchain path can be compromised.,,,,,,,
M34,E45,M_sw,build_or_toolchain_execution_control,direct,Third-party tool invocation in LegUp directly supports the M_sw capability where attacker influence occurs through invoked toolchain execution.,,,,,,,
M35,E46,A_sw,build_or_toolchain_compromise,direct,Third-party tool invocation in Bambu directly supports the A_sw category where the build or toolchain path can be compromised.,,,,,,,
M36,E46,M_sw,build_or_toolchain_execution_control,direct,Third-party tool invocation in Bambu directly supports the M_sw capability where attacker influence occurs through invoked toolchain execution.,,,,,,,
M37,E47,A_sw,build_or_toolchain_compromise,direct,Third-party tool invocation in SymbiYosys directly supports the A_sw category where the build or toolchain path can be compromised.,,,,,,,
M38,E47,M_sw,build_or_toolchain_execution_control,direct,Third-party tool invocation in SymbiYosys directly supports the M_sw capability where attacker influence occurs through invoked verification-tool execution.,,,,,,,
M39,E49,A_vlsi,access_abuse_or_system_disruption,indirect,Artifact access in Fault indirectly supports access abuse or disruption because software-side manipulation can reach design-for-testability artifacts.,,,,,,,
M40,E50,A_vlsi,access_abuse_or_system_disruption,indirect,Artifact access in Atalanta indirectly supports access abuse or disruption because software-side manipulation can reach manufacturing-test artifacts.,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Model-Type Feasibility Summary,,,,,,,,,,,,
Model_layer,model_category,supporting _evidence_ids,direct_mapping_count,indirect_mapping_count,feasibility_level,summary_rationale,,,,,,
A_sw,vulnerability_or_configuration_exploitation,E2; E3; E22; E26; E34; E41; E43,4,3,High,"CVE exposure, high static/shared third-party library usage, and legacy dependency evidence support vulnerability/configuration exploitation as a strongly supported software-side attack category.",,,,,,
A_sw,build_or_toolchain_compromise,E36; E48; E45; E46; E47,5,0,High,Shell-injection and third-party tool invocation evidence directly support build/toolchain compromise as a strongly supported software supply-chain category.,,,,,,
M_sw,consumed_software_behavior_control,E2; E8; E9; E10; E16; E19; E27; E35; E28; E38; E44; E39,10,2,High,"TPL percentage, Figure 3 library exposure, and artifact/config access evidence strongly support the capability where consumed software components can influence tool behavior.",,,,,,
M_sw,vulnerability_or_configuration_based_control,E3; E22; E41,3,0,High,"High-risk CVE evidence from Yosys, OpenSTA, and OpenLane directly supports vulnerability/configuration-based software control as a strongly supported capability.",,,,,,
M_sw,build_or_toolchain_execution_control,E36; E37; E48; E45; E46; E47,6,0,High,"Shell-injection and third-party tool invocation evidence directly support toolchain execution control across HLS, verification, placement/routing, and signoff-related tools.",,,,,,
A_vlsi,design_tampering_or_malicious_modification,E2; E10; E19,0,3,Medium,Static dependency exposure and artifact/config access in synthesis tools indirectly support design tampering because compromised tool behavior may modify or reinterpret design inputs.,,,,,,
A_vlsi,hardware_trojan_backdoor_or_logic_bomb,E2,0,1,Low,"High static dependency exposure in Yosys indirectly supports Trojan/backdoor plausibility, but this evidence alone does not directly show Trojan insertion or trigger behavior.",,,,,,
A_vlsi,access_abuse_or_system_disruption,E10; E49; E50,0,3,Medium,"Artifact/configuration access in synthesis, DFT, and manufacturing-test tools indirectly supports access abuse or disruption because software-side manipulation can reach important design/test artifacts.",,,,,,
A_vlsi,information_leakage_or_asset_exposure,none_in_v1,0,0,Low,No direct evidence row in this v1 mapping is attached to information leakage yet; this category should be supported later through case-study evidence or file-access/leakage-specific evidence.,,,,,,
A_sw,package_introduction_or_misselection,none_in_v1,0,0,Low,"The current evidence pass uses tool behavior, dependency exposure, CVEs, TPL percentages, and Figure 3 library exposure; it does not directly measure package introduction, package confusion, typosquatting, or package misselection.",,,,,,
A_sw,source_repository_or_code_tampering,none_in_v1,0,0,Low,"The current evidence pass does not directly include repository compromise, source-code tampering, or malicious commits, so this category is not strongly supported in v1.",,,,,,
A_sw,trusted_identity_or_maintainer_compromise,E4; E6; E23; E25; E31; E42,0,6,Medium,Maintainer-count evidence indirectly supports trusted identity or maintainer compromise because larger maintainer/dependency exposure can increase the number of trusted identities in the software supply-chain surface.,,,,,,
A_sw,distribution_hosting_or_update_compromise,none_in_v1,0,0,Low,"The current evidence pass does not directly measure package hosting, mirrors, downloads, or update-channel compromise.",,,,,,
A_sw,signing_or_verification_compromise,none_in_v1,0,0,Low,"The current evidence pass does not directly measure signature verification, signing keys, release integrity checks, or verification bypasses.",,,,,,
M_sw,source_or_repository_modification,none_in_v1,0,0,Low,"The current evidence pass does not directly measure source repository modification, malicious commits, or repository write access.",,,,,,
M_sw,trusted_project_or_maintainer_access,E4; E6; E23; E25; E31; E42,0,6,Medium,Maintainer-count evidence indirectly supports trusted project or maintainer access because larger dependency-maintainer exposure increases the trusted identity surface.,,,,,,
M_sw,developer_or_maintainer_environment_control,none_in_v1,0,0,Low,"The current evidence pass does not directly measure developer machines, maintainer environments, credentials, or local build environments.",,,,,,
